"Notes","State","State Code","Ten-Year Age Groups","Ten-Year Age Groups Code","Year","Year Code",Deaths,Population,Crude Rate
,"Iowa","19","85+ years","85+","2017","2017",11,79337,Unreliable
,"Iowa","19","85+ years","85+","2019","2019",12,78674,Unreliable
,"Iowa","19","85+ years","85+","2020","2020",11,78095,Unreliable
,"Kansas","20","15-24 years","15-24","2010","2010",26,408275,6.4
,"Kansas","20","15-24 years","15-24","2011","2011",39,411997,9.5
,"Kansas","20","15-24 years","15-24","2012","2012",41,414638,9.9
,"Kansas","20","15-24 years","15-24","2013","2013",26,418659,6.2
,"Kansas","20","15-24 years","15-24","2014","2014",31,420646,7.4
,"Kansas","20","15-24 years","15-24","2015","2015",24,424297,5.7
,"Kansas","20","15-24 years","15-24","2016","2016",33,417031,7.9
,"Kansas","20","15-24 years","15-24","2017","2017",49,415579,11.8
,"Kansas","20","15-24 years","15-24","2018","2018",49,413294,11.9
,"Kansas","20","15-24 years","15-24","2019","2019",47,412813,11.4
,"Kansas","20","15-24 years","15-24","2020","2020",61,411069,14.8
,"Kansas","20","25-34 years","25-34","2010","2010",36,377720,9.5
,"Kansas","20","25-34 years","25-34","2011","2011",32,383112,8.4
,"Kansas","20","25-34 years","25-34","2012","2012",48,387451,12.4
,"Kansas","20","25-34 years","25-34","2013","2013",32,387397,8.3
,"Kansas","20","25-34 years","25-34","2014","2014",35,387893,9.0
,"Kansas","20","25-34 years","25-34","2015","2015",38,387229,9.8
,"Kansas","20","25-34 years","25-34","2016","2016",53,384606,13.8
,"Kansas","20","25-34 years","25-34","2017","2017",50,383787,13.0
,"Kansas","20","25-34 years","25-34","2018","2018",51,382884,13.3
,"Kansas","20","25-34 years","25-34","2019","2019",54,382922,14.1
,"Kansas","20","25-34 years","25-34","2020","2020",60,381528,15.7
,"Kansas","20","35-44 years","35-44","2010","2010",33,346673,9.5
,"Kansas","20","35-44 years","35-44","2011","2011",28,343294,8.2
,"Kansas","20","35-44 years","35-44","2012","2012",44,343038,12.8
,"Kansas","20","35-44 years","35-44","2013","2013",29,343815,8.4
,"Kansas","20","35-44 years","35-44","2014","2014",34,344667,9.9
,"Kansas","20","35-44 years","35-44","2015","2015",33,346113,9.5
,"Kansas","20","35-44 years","35-44","2016","2016",38,347089,10.9
,"Kansas","20","35-44 years","35-44","2017","2017",48,351767,13.6
,"Kansas","20","35-44 years","35-44","2018","2018",47,356322,13.2
,"Kansas","20","35-44 years","35-44","2019","2019",47,361029,13.0
,"Kansas","20","35-44 years","35-44","2020","2020",39,365011,10.7
,"Kansas","20","45-54 years","45-54","2010","2010",48,406264,11.8
,"Kansas","20","45-54 years","45-54","2011","2011",47,398902,11.8
,"Kansas","20","45-54 years","45-54","2012","2012",63,388791,16.2
,"Kansas","20","45-54 years","45-54","2013","2013",57,376468,15.1
,"Kansas","20","45-54 years","45-54","2014","2014",46,368739,12.5
,"Kansas","20","45-54 years","45-54","2015","2015",38,360892,10.5
,"Kansas","20","45-54 years","45-54","2016","2016",36,354323,10.2
,"Kansas","20","45-54 years","45-54","2017","2017",52,345555,15.0
,"Kansas","20","45-54 years","45-54","2018","2018",36,335937,10.7
,"Kansas","20","45-54 years","45-54","2019","2019",35,327961,10.7
,"Kansas","20","45-54 years","45-54","2020","2020",35,323727,10.8
,"Kansas","20","55-64 years","55-64","2010","2010",36,331247,10.9
,"Kansas","20","55-64 years","55-64","2011","2011",40,346152,11.6
,"Kansas","20","55-64 years","55-64","2012","2012",40,351110,11.4
,"Kansas","20","55-64 years","55-64","2013","2013",43,356847,12.0
,"Kansas","20","55-64 years","55-64","2014","2014",38,362462,10.5
,"Kansas","20","55-64 years","55-64","2015","2015",29,367203,7.9
,"Kansas","20","55-64 years","55-64","2016","2016",38,372194,10.2
,"Kansas","20","55-64 years","55-64","2017","2017",48,373644,12.8
,"Kansas","20","55-64 years","55-64","2018","2018",48,373425,12.9
,"Kansas","20","55-64 years","55-64","2019","2019",34,371505,9.2
,"Kansas","20","55-64 years","55-64","2020","2020",47,366735,12.8
,"Kansas","20","65-74 years","65-74","2010","2010",18,190389,Unreliable
,"Kansas","20","65-74 years","65-74","2011","2011",21,195260,10.8
,"Kansas","20","65-74 years","65-74","2012","2012",29,206830,14.0
,"Kansas","20","65-74 years","65-74","2013","2013",21,216544,9.7
,"Kansas","20","65-74 years","65-74","2014","2014",24,225583,10.6
,"Kansas","20","65-74 years","65-74","2015","2015",32,235268,13.6
,"Kansas","20","65-74 years","65-74","2016","2016",21,244996,8.6
,"Kansas","20","65-74 years","65-74","2017","2017",39,255057,15.3
,"Kansas","20","65-74 years","65-74","2018","2018",33,262857,12.6
,"Kansas","20","65-74 years","65-74","2019","2019",36,272236,13.2
,"Kansas","20","65-74 years","65-74","2020","2020",37,282458,13.1
,"Kansas","20","75-84 years","75-84","2011","2011",22,125995,17.5
,"Kansas","20","75-84 years","75-84","2012","2012",16,125271,Unreliable
,"Kansas","20","75-84 years","75-84","2013","2013",25,125528,19.9
,"Kansas","20","75-84 years","75-84","2014","2014",24,126049,19.0
,"Kansas","20","75-84 years","75-84","2015","2015",16,126517,Unreliable
,"Kansas","20","75-84 years","75-84","2016","2016",23,127193,18.1
,"Kansas","20","75-84 years","75-84","2017","2017",17,129564,Unreliable
,"Kansas","20","75-84 years","75-84","2018","2018",17,133848,Unreliable
,"Kansas","20","75-84 years","75-84","2019","2019",18,137573,Unreliable
,"Kansas","20","75-84 years","75-84","2020","2020",17,140371,Unreliable
,"Kansas","20","85+ years","85+","2012","2012",13,62168,Unreliable
,"Kansas","20","85+ years","85+","2015","2015",13,64625,Unreliable
,"Kansas","20","85+ years","85+","2016","2016",11,64804,Unreliable
,"Kansas","20","85+ years","85+","2017","2017",11,64942,Unreliable
,"Kansas","20","85+ years","85+","2019","2019",17,65678,Unreliable
,"Kansas","20","85+ years","85+","2020","2020",13,65487,Unreliable
,"Kentucky","21","15-24 years","15-24","2010","2010",32,586763,5.5
,"Kentucky","21","15-24 years","15-24","2011","2011",46,591188,7.8
,"Kentucky","21","15-24 years","15-24","2012","2012",61,592853,10.3
,"Kentucky","21","15-24 years","15-24","2013","2013",46,596295,7.7
,"Kentucky","21","15-24 years","15-24","2014","2014",39,600871,6.5
,"Kentucky","21","15-24 years","15-24","2015","2015",60,596559,10.1
,"Kentucky","21","15-24 years","15-24","2016","2016",56,593651,9.4
,"Kentucky","21","15-24 years","15-24","2017","2017",56,590662,9.5
,"Kentucky","21","15-24 years","15-24","2018","2018",64,588635,10.9
,"Kentucky","21","15-24 years","15-24","2019","2019",47,583798,8.1
,"Kentucky","21","15-24 years","15-24","2020","2020",75,583361,12.9
,"Kentucky","21","25-34 years","25-34","2010","2010",50,566216,8.8
,"Kentucky","21","25-34 years","25-34","2011","2011",59,569158,10.4
,"Kentucky","21","25-34 years","25-34","2012","2012",68,567662,12.0
,"Kentucky","21","25-34 years","25-34","2013","2013",70,564035,12.4
,"Kentucky","21","25-34 years","25-34","2014","2014",54,565862,9.5
,"Kentucky","21","25-34 years","25-34","2015","2015",65,568388,11.4
,"Kentucky","21","25-34 years","25-34","2016","2016",59,575311,10.3
,"Kentucky","21","25-34 years","25-34","2017","2017",58,580996,10.0
,"Kentucky","21","25-34 years","25-34","2018","2018",53,585107,9.1
,"Kentucky","21","25-34 years","25-34","2019","2019",65,587380,11.1
,"Kentucky","21","25-34 years","25-34","2020","2020",74,591103,12.5
,"Kentucky","21","35-44 years","35-44","2010","2010",68,576662,11.8
,"Kentucky","21","35-44 years","35-44","2011","2011",83,570028,14.6
,"Kentucky","21","35-44 years","35-44","2012","2012",68,566136,12.0
,"Kentucky","21","35-44 years","35-44","2013","2013",51,564798,9.0
,"Kentucky","21","35-44 years","35-44","2014","2014",76,561197,13.5
,"Kentucky","21","35-44 years","35-44","2015","2015",74,559036,13.2
,"Kentucky","21","35-44 years","35-44","2016","2016",77,553030,13.9
,"Kentucky","21","35-44 years","35-44","2017","2017",68,550240,12.4
,"Kentucky","21","35-44 years","35-44","2018","2018",75,551949,13.6
,"Kentucky","21","35-44 years","35-44","2019","2019",69,550953,12.5
,"Kentucky","21","35-44 years","35-44","2020","2020",72,550941,13.1
,"Kentucky","21","45-54 years","45-54","2010","2010",98,643097,15.2
,"Kentucky","21","45-54 years","45-54","2011","2011",94,637556,14.7
,"Kentucky","21","45-54 years","45-54","2012","2012",88,627061,14.0
,"Kentucky","21","45-54 years","45-54","2013","2013",99,619528,16.0
,"Kentucky","21","45-54 years","45-54","2014","2014",95,610933,15.5
,"Kentucky","21","45-54 years","45-54","2015","2015",87,603912,14.4
,"Kentucky","21","45-54 years","45-54","2016","2016",102,596852,17.1
,"Kentucky","21","45-54 years","45-54","2017","2017",89,588090,15.1
,"Kentucky","21","45-54 years","45-54","2018","2018",98,576814,17.0
,"Kentucky","21","45-54 years","45-54","2019","2019",60,563662,10.6
,"Kentucky","21","45-54 years","45-54","2020","2020",74,554414,13.3
,"Kentucky","21","55-64 years","55-64","2010","2010",73,538993,13.5
,"Kentucky","21","55-64 years","55-64","2011","2011",70,560468,12.5
,"Kentucky","21","55-64 years","55-64","2012","2012",78,562778,13.9
,"Kentucky","21","55-64 years","55-64","2013","2013",82,571744,14.3
,"Kentucky","21","55-64 years","55-64","2014","2014",94,578122,16.3
,"Kentucky","21","55-64 years","55-64","2015","2015",88,585545,15.0
,"Kentucky","21","55-64 years","55-64","2016","2016",78,590470,13.2
,"Kentucky","21","55-64 years","55-64","2017","2017",76,594559,12.8
,"Kentucky","21","55-64 years","55-64","2018","2018",84,597345,14.1
,"Kentucky","21","55-64 years","55-64","2019","2019",98,598289,16.4
,"Kentucky","21","55-64 years","55-64","2020","2020",90,595984,15.1
,"Kentucky","21","65-74 years","65-74","2010","2010",44,325314,13.5
,"Kentucky","21","65-74 years","65-74","2011","2011",62,334546,18.5
,"Kentucky","21","65-74 years","65-74","2012","2012",53,355298,14.9
,"Kentucky","21","65-74 years","65-74","2013","2013",61,370128,16.5
,"Kentucky","21","65-74 years","65-74","2014","2014",61,385387,15.8
,"Kentucky","21","65-74 years","65-74","2015","2015",72,398866,18.1
,"Kentucky","21","65-74 years","65-74","2016","2016",52,411687,12.6
,"Kentucky","21","65-74 years","65-74","2017","2017",75,425393,17.6
,"Kentucky","21","65-74 years","65-74","2018","2018",74,435205,17.0
,"Kentucky","21","65-74 years","65-74","2019","2019",68,447876,15.2
,"Kentucky","21","65-74 years","65-74","2020","2020",60,462362,13.0
,"Kentucky","21","75-84 years","75-84","2010","2010",26,183705,14.2
,"Kentucky","21","75-84 years","75-84","2011","2011",26,185832,14.0
,"Kentucky","21","75-84 years","75-84","2012","2012",36,186384,19.3
,"Kentucky","21","75-84 years","75-84","2013","2013",32,189439,16.9
,"Kentucky","21","75-84 years","75-84","2014","2014",37,193232,19.1
,"Kentucky","21","75-84 years","75-84","2015","2015",36,196538,18.3
,"Kentucky","21","75-84 years","75-84","2016","2016",48,200941,23.9
,"Kentucky","21","75-84 years","75-84","2017","2017",30,206343,14.5
,"Kentucky","21","75-84 years","75-84","2018","2018",42,214803,19.6
,"Kentucky","21","75-84 years","75-84","2019","2019",27,220820,12.2
,"Kentucky","21","75-84 years","75-84","2020","2020",50,226031,22.1
,"Kentucky","21","85+ years","85+","2010","2010",10,69208,Unreliable
,"Kentucky","21","85+ years","85+","2011","2011",12,71473,Unreliable
,"Kentucky","21","85+ years","85+","2012","2012",13,72971,Unreliable
,"Kentucky","21","85+ years","85+","2014","2014",11,75895,Unreliable
,"Kentucky","21","85+ years","85+","2015","2015",12,77361,Unreliable
,"Kentucky","21","85+ years","85+","2016","2016",15,78089,Unreliable
,"Kentucky","21","85+ years","85+","2017","2017",13,79613,Unreliable
,"Kentucky","21","85+ years","85+","2018","2018",17,80618,Unreliable
,"Kentucky","21","85+ years","85+","2019","2019",11,81868,Unreliable
,"Kentucky","21","85+ years","85+","2020","2020",19,82442,Unreliable
,"Louisiana","22","15-24 years","15-24","2010","2010",45,665088,6.8
,"Louisiana","22","15-24 years","15-24","2011","2011",49,661845,7.4
,"Louisiana","22","15-24 years","15-24","2012","2012",39,658326,5.9
,"Louisiana","22","15-24 years","15-24","2013","2013",52,655370,7.9
,"Louisiana","22","15-24 years","15-24","2014","2014",49,650053,7.5
,"Louisiana","22","15-24 years","15-24","2015","2015",53,642237,8.3
,"Louisiana","22","15-24 years","15-24","2016","2016",43,629881,6.8
,"Louisiana","22","15-24 years","15-24","2017","2017",62,619351,10.0
,"Louisiana","22","15-24 years","15-24","2018","2018",58,605321,9.6
,"Louisiana","22","15-24 years","15-24","2019","2019",59,597268,9.9
,"Louisiana","22","15-24 years","15-24","2020","2020",50,595244,8.4
,"Louisiana","22","25-34 years","25-34","2010","2010",64,628433,10.2
,"Louisiana","22","25-34 years","25-34","2011","2011",64,642228,10.0
,"Louisiana","22","25-34 years","25-34","2012","2012",57,652957,8.7
,"Louisiana","22","25-34 years","25-34","2013","2013",55,662144,8.3
,"Louisiana","22","25-34 years","25-34","2014","2014",73,669628,10.9
,"Louisiana","22","25-34 years","25-34","2015","2015",73,676077,10.8
,"Louisiana","22","25-34 years","25-34","2016","2016",79,681658,11.6
,"Louisiana","22","25-34 years","25-34","2017","2017",76,679687,11.2
,"Louisiana","22","25-34 years","25-34","2018","2018",70,667182,10.5
,"Louisiana","22","25-34 years","25-34","2019","2019",64,658227,9.7
,"Louisiana","22","25-34 years","25-34","2020","2020",77,649003,11.9
,"Louisiana","22","35-44 years","35-44","2010","2010",70,564599,12.4
,"Louisiana","22","35-44 years","35-44","2011","2011",53,559499,9.5
,"Louisiana","22","35-44 years","35-44","2012","2012",74,559506,13.2
,"Louisiana","22","35-44 years","35-44","2013","2013",56,562555,10.0
,"Louisiana","22","35-44 years","35-44","2014","2014",55,565948,9.7
,"Louisiana","22","35-44 years","35-44","2015","2015",69,570811,12.1
,"Louisiana","22","35-44 years","35-44","2016","2016",69,574245,12.0
,"Louisiana","22","35-44 years","35-44","2017","2017",58,578448,10.0
,"Louisiana","22","35-44 years","35-44","2018","2018",68,583526,11.7
,"Louisiana","22","35-44 years","35-44","2019","2019",65,589854,11.0
,"Louisiana","22","35-44 years","35-44","2020","2020",44,597727,7.4
,"Louisiana","22","45-54 years","45-54","2010","2010",73,654375,11.2
,"Louisiana","22","45-54 years","45-54","2011","2011",82,645604,12.7
,"Louisiana","22","45-54 years","45-54","2012","2012",67,633679,10.6
,"Louisiana","22","45-54 years","45-54","2013","2013",81,623435,13.0
,"Louisiana","22","45-54 years","45-54","2014","2014",90,613254,14.7
,"Louisiana","22","45-54 years","45-54","2015","2015",77,602603,12.8
,"Louisiana","22","45-54 years","45-54","2016","2016",71,591817,12.0
,"Louisiana","22","45-54 years","45-54","2017","2017",80,579074,13.8
,"Louisiana","22","45-54 years","45-54","2018","2018",70,563306,12.4
,"Louisiana","22","45-54 years","45-54","2019","2019",74,548348,13.5
,"Louisiana","22","45-54 years","45-54","2020","2020",75,537203,14.0
,"Louisiana","22","55-64 years","55-64","2010","2010",51,535562,9.5
,"Louisiana","22","55-64 years","55-64","2011","2011",48,560025,8.6
,"Louisiana","22","55-64 years","55-64","2012","2012",59,566887,10.4
,"Louisiana","22","55-64 years","55-64","2013","2013",66,577651,11.4
,"Louisiana","22","55-64 years","55-64","2014","2014",78,587866,13.3
,"Louisiana","22","55-64 years","55-64","2015","2015",73,597530,12.2
,"Louisiana","22","55-64 years","55-64","2016","2016",78,603021,12.9
,"Louisiana","22","55-64 years","55-64","2017","2017",73,606191,12.0
,"Louisiana","22","55-64 years","55-64","2018","2018",84,606266,13.9
,"Louisiana","22","55-64 years","55-64","2019","2019",85,604670,14.1
,"Louisiana","22","55-64 years","55-64","2020","2020",58,599947,9.7
,"Louisiana","22","65-74 years","65-74","2010","2010",42,311994,13.5
,"Louisiana","22","65-74 years","65-74","2011","2011",36,321914,11.2
,"Louisiana","22","65-74 years","65-74","2012","2012",41,341656,12.0
,"Louisiana","22","65-74 years","65-74","2013","2013",39,355158,11.0
,"Louisiana","22","65-74 years","65-74","2014","2014",57,370732,15.4
,"Louisiana","22","65-74 years","65-74","2015","2015",65,385971,16.8
,"Louisiana","22","65-74 years","65-74","2016","2016",53,401909,13.2
,"Louisiana","22","65-74 years","65-74","2017","2017",53,416419,12.7
,"Louisiana","22","65-74 years","65-74","2018","2018",58,427946,13.6
,"Louisiana","22","65-74 years","65-74","2019","2019",57,442534,12.9
,"Louisiana","22","65-74 years","65-74","2020","2020",47,458282,10.3
,"Louisiana","22","75-84 years","75-84","2010","2010",27,180177,15.0
,"Louisiana","22","75-84 years","75-84","2011","2011",28,182022,15.4
,"Louisiana","22","75-84 years","75-84","2012","2012",25,182809,13.7
,"Louisiana","22","75-84 years","75-84","2013","2013",28,185042,15.1
,"Louisiana","22","75-84 years","75-84","2014","2014",33,187736,17.6
,"Louisiana","22","75-84 years","75-84","2015","2015",35,191144,18.3
,"Louisiana","22","75-84 years","75-84","2016","2016",33,195073,16.9
,"Louisiana","22","75-84 years","75-84","2017","2017",32,201036,15.9
,"Louisiana","22","75-84 years","75-84","2018","2018",32,209437,15.3
,"Louisiana","22","75-84 years","75-84","2019","2019",28,216431,12.9
,"Louisiana","22","75-84 years","75-84","2020","2020",36,222201,16.2
,"Louisiana","22","85+ years","85+","2010","2010",12,65686,Unreliable
,"Louisiana","22","85+ years","85+","2011","2011",13,68504,Unreliable
,"Louisiana","22","85+ years","85+","2012","2012",13,70740,Unreliable
,"Louisiana","22","85+ years","85+","2013","2013",22,73286,30.0
,"Louisiana","22","85+ years","85+","2015","2015",20,75979,26.3
,"Louisiana","22","85+ years","85+","2018","2018",23,81050,28.4
,"Louisiana","22","85+ years","85+","2019","2019",12,82057,Unreliable
,"Louisiana","22","85+ years","85+","2020","2020",12,83267,Unreliable
,"Maine","23","15-24 years","15-24","2010","2010",12,167956,Unreliable
,"Maine","23","15-24 years","15-24","2011","2011",10,166149,Unreliable
,"Maine","23","15-24 years","15-24","2012","2012",13,164594,Unreliable
,"Maine","23","15-24 years","15-24","2013","2013",16,162069,Unreliable
,"Maine","23","15-24 years","15-24","2014","2014",15,160695,Unreliable
,"Maine","23","15-24 years","15-24","2016","2016",18,157436,Unreliable
,"Maine","23","15-24 years","15-24","2017","2017",15,155894,Unreliable
,"Maine","23","15-24 years","15-24","2018","2018",15,152415,Unreliable
,"Maine","23","15-24 years","15-24","2019","2019",17,152137,Unreliable
